product_id,price,stock,Field Name
172,20.03,528,172
173,590.13,951,173
174,943.87,187,174
175,728.12,308,175
176,670.92,158,176
177,10.12,732,177
178,308.05,973,178
179,1.49,596,179
180,940.33,398,180
181,106.17,800,181
182,118.87,11,182
183,522.86,123,183
184,414.65,771,184
185,303.04,491,185
186,672.32,265,186
187,181.73,215,187
188,374.5,713,188
189,309.66,161,189
190,385.95,51,190
191,601.64,409,191
192,240.49,669,192
193,923.95,956,193
194,652.97,792,194
195,119.44,368,195
196,316.45,500,196
197,812.84,426,197
198,502.54,800,198
199,320,891,199
200,73.1,393,200
201,888.59,391,201
202,575.19,332,202
203,52.42,972,203
204,451.62,949,204
205,842.92,536,205
206,741.03,18,206
207,465.36,177,207
208,182.98,414,208
209,633.29,507,209
210,659.81,943,210
211,316.82,183,211
212,695.69,729,212
213,904.19,917,213
214,834.64,626,214
215,630.68,923,215
216,79.81,658,216
217,892.67,287,217
218,839.98,744,218
219,841.48,560,219
220,868.04,678,220
221,633.82,959,221
222,122.35,892,222
223,290.22,210,223
224,869.21,681,224
225,296.65,915,225
226,915.57,473,226
227,538.44,181,227
228,824,680,228
229,305.22,301,229
230,197.54,230,230
231,890.13,809,231
232,555.29,116,232
233,921.75,119,233
234,762.7,562,234
235,730.02,796,235
236,569.39,417,236
237,68.13,628,237
238,970.48,804,238
239,126.4,35,239
240,850.65,911,240
241,520.01,86,241
242,471.33,845,242
243,665.02,414,243
244,591.72,430,244
245,303.3,602,245
246,260.3,982,246
247,651.98,475,247
248,995.33,687,248
249,184.94,331,249
250,12.49,8,250
251,778.8,906,251
252,694.93,649,252
253,380.91,706,253
254,928.12,76,254
255,226.96,707,255
256,160.01,482,256
257,984.25,95,257
258,184.19,83,258
259,187.74,674,259
260,233.95,916,260
261,995.04,55,261
262,509.91,145,262
263,870.67,621,263
264,160.56,978,264
265,814.36,806,265
266,102.75,857,266
267,43.69,818,267
268,909.87,144,268
269,752.3,857,269
270,425.74,395,270
271,851.45,408,271
272,836.98,602,272
273,753.11,352,273
274,18.3,111,274
275,732.39,720,275
276,885.04,77,276
277,482.89,807,277
278,732.76,563,278
279,929.72,346,279
280,291.95,976,280
281,124.23,284,281
282,819.73,520,282
283,570.75,757,283
284,264.13,894,284
285,999.9,498,285
286,105.13,395,286
287,656.1,967,287
288,66.79,358,288
289,950.73,42,289
290,236.09,838,290
291,327.84,82,291
292,648.11,490,292
293,124.05,187,293
294,965.29,894,294
295,830.3,102,295
296,999.37,906,296
297,959.09,395,297
298,795.65,723,298
299,58.91,839,299
300,567.36,916,300
301,540.11,590,301
302,531.1,818,302
303,61.01,749,303
304,113.17,30,304
305,938.69,299,305
306,36.07,52,306
307,473.84,778,307
308,363.61,716,308
309,312.44,439,309
310,602.85,987,310
311,360.2,494,311
312,843.32,749,312
313,977.29,644,313
314,676.37,605,314
315,300.81,621,315
316,684.74,960,316
317,858.46,410,317
318,345.16,194,318
319,58.71,687,319
320,440.4,394,320
321,98.64,27,321
322,641.04,599,322
323,234.8,936,323
324,763.05,516,324
325,752.84,246,325
326,388,882,326
327,451.17,800,327
328,835.69,715,328
329,355.81,947,329
330,897.99,279,330
331,300.94,934,331
332,542.33,489,332
333,813.76,698,333
334,238.16,933,334
335,737.05,325,335
336,159.88,414,336
337,28.71,366,337
338,969.2,979,338
339,245.37,743,339
340,940.45,380,340
341,579.69,761,341
342,552.55,934,342
343,156.04,920,343
344,993.59,546,344
345,173.38,24,345
346,123.82,613,346
347,761.14,717,347
348,218.25,409,348
349,121.73,410,349
350,394.11,682,350
351,848.26,541,351
352,368.71,610,352
353,406.41,533,353
354,264.24,919,354
355,508.57,671,355
356,55.85,910,356
357,169.42,23,357
358,22.64,327,358
359,650.56,657,359
360,446.4,569,360
361,359.56,972,361
362,118.93,867,362
363,15.54,750,363
364,478.05,537,364
365,88.16,683,365
366,704.26,464,366
367,665.29,693,367
368,944.36,592,368
369,12.45,148,369
370,877.69,32,370
371,849.07,28,371
372,912.59,709,372
373,494.79,551,373
374,174.54,614,374
375,940.54,699,375
376,304.29,401,376
377,525.48,173,377
378,289.64,62,378
379,567.59,757,379
380,820.75,828,380
381,98.98,108,381
382,129.25,881,382
383,351.88,23,383
384,593.64,495,384
385,809.25,783,385
386,991.82,814,386
387,608.07,992,387
388,144.5,809,388
389,721.81,624,389
390,390.25,601,390
391,824.77,267,391
392,834.25,289,392
393,536.11,926,393
394,617.06,207,394
395,651.74,824,395
396,879.71,404,396
397,977.87,74,397
398,509.15,337,398
399,527.45,164,399
400,963.2,498,400
401,370.3,321,401
402,775.32,836,402
403,603.91,230,403
404,502.33,810,404
405,662.19,618,405
406,569.53,492,406
407,706.5,754,407
408,148.27,554,408
409,560.07,256,409
410,837.07,383,410
411,614.54,124,411
412,485.07,207,412
413,984.03,674,413
414,101.16,641,414
415,947.89,985,415
416,530.56,545,416
417,583.18,836,417
418,954.42,963,418
419,607.67,341,419
420,619.18,433,420
421,562.37,292,421
422,70.35,705,422
423,355.8,505,423
424,45.51,586,424
425,467.15,577,425
426,320.26,160,426
427,37.24,473,427
428,328.77,378,428
429,137.3,362,429
430,534.03,174,430
431,337.4,651,431
432,134.17,533,432
433,534.13,542,433
434,883.62,663,434
435,771.87,161,435
436,903.69,45,436
437,60.32,872,437
438,795.03,511,438
439,915.83,348,439
440,677.18,757,440
441,619.04,175,441
442,684.87,512,442
443,944.17,777,443
444,662.29,179,444
445,717.69,938,445
446,901.49,945,446
447,877.39,291,447
448,747.26,580,448
449,576.92,728,449
450,669.95,446,450
451,475.03,336,451
452,204.33,848,452
453,233.42,743,453
454,804.66,88,454
455,918.24,555,455
456,472.92,474,456
457,746.86,345,457
458,792.17,572,458
459,103.04,391,459
460,646.5,583,460
461,105.32,301,461
462,387.39,585,462
463,245.96,584,463
464,581.14,998,464
465,385.19,675,465
466,172.57,151,466
467,216.22,814,467
468,629.09,276,468
469,273.53,178,469
470,929.62,688,470
471,585.73,265,471
472,420.68,762,472
473,926.25,466,473
474,729.47,433,474
475,272.74,533,475
476,254.87,320,476
477,396.91,764,477
478,179.82,98,478
479,258.11,188,479
480,955.11,41,480
481,581.49,648,481
482,100.66,913,482
483,497.44,940,483
484,776.7,963,484
485,258.85,390,485
486,163.9,678,486
487,596.54,698,487
488,868.87,756,488
489,848.29,421,489
490,539.3,304,490
491,845.74,53,491
492,666.05,380,492
493,934.72,672,493
494,527.39,968,494
495,780.68,332,495
496,641.29,825,496
497,46.44,13,497
498,277.5,1,498
499,874.22,6,499
500,525.11,232,500
501,635.27,889,501
502,623.23,82,502
503,985.34,88,503
504,386.27,59,504
505,960.54,773,505
506,878.68,412,506
507,365.26,58,507
508,72.87,294,508
509,865.23,758,509
510,159.79,20,510
511,391.06,271,511
512,939.66,891,512
513,72.24,23,513
514,794.14,964,514
515,369.89,858,515
516,409.96,501,516
517,596.49,208,517
518,2.4,804,518
519,922.2,278,519
520,839.01,373,520
521,427.63,451,521
522,123.1,257,522
523,254.33,159,523
524,267.42,27,524
525,292.34,968,525
526,354.36,402,526
527,429.5,359,527
528,666.8,770,528
529,783.39,14,529
530,758.49,786,530
531,449.35,235,531
532,104.95,533,532
533,220.04,55,533
534,241.94,324,534
535,783,910,535
536,310.42,550,536
537,336.88,103,537
538,504.72,905,538
539,240.77,341,539
540,850.05,350,540
541,447.52,288,541
542,530.68,250,542
543,258.95,536,543
544,288.28,393,544
545,246.78,262,545
546,395.7,596,546
547,748.34,395,547
548,644.34,651,548
549,591.78,392,549
550,43.02,698,550
551,873.78,266,551
552,565.17,916,552
553,910.04,346,553
554,5.75,60,554
555,318.58,380,555
556,841.09,394,556
557,885.45,592,557
558,123.11,129,558
559,353.37,136,559
560,807.8,385,560
561,650.52,773,561
562,943.01,550,562
563,548.39,156,563
564,659.16,523,564
565,236.57,995,565
566,116.04,438,566
567,339.36,128,567
568,216.88,650,568
569,557,859,569
570,555.13,395,570
571,796.67,282,571
572,196.18,81,572
573,926.46,690,573
574,263.54,336,574
575,233.75,924,575
576,134.42,362,576
577,354.9,621,577
578,811.3,807,578
579,448.86,612,579
580,278.24,860,580
581,903.96,324,581
582,985.88,116,582
583,652.65,219,583
584,280.55,901,584
585,126.29,171,585
586,691,219,586
587,933.78,562,587
588,744.36,915,588
589,666.83,180,589
590,52.96,871,590
591,717.48,969,591
592,967.28,723,592
593,43.13,641,593
594,75.74,730,594
595,993.8,47,595
596,706.23,813,596
597,339.46,723,597
598,109.43,72,598
599,375.37,36,599
600,208.08,740,600
601,468.9,923,601
602,186.7,19,602
603,815.37,676,603
604,219.75,30,604
605,713.65,842,605
606,841.85,856,606
607,461.99,535,607
608,257.06,735,608
609,51.65,583,609
610,783.02,190,610
611,816.95,308,611
612,576.11,314,612
613,467.6,551,613
614,288.56,471,614
615,893.79,680,615
616,77.8,347,616
617,669.3,414,617
618,944.08,992,618
619,825.32,375,619
620,989.91,892,620
621,598.92,363,621
622,162.27,480,622
623,681.32,216,623
624,15.8,431,624
625,732.88,266,625
626,844.64,741,626
627,161.79,252,627
628,938.94,504,628
629,508.67,927,629
630,549.95,590,630
631,258.62,591,631
632,102.06,256,632
633,657.6,388,633
634,25.1,657,634
635,606.64,122,635
636,723.28,639,636
637,540.06,105,637
638,97.93,127,638
639,559.11,673,639
640,797.23,447,640
641,957.2,536,641
642,573.54,703,642
643,537.52,119,643
644,894.5,697,644
645,947.09,72,645
646,230.26,366,646
647,712.8,148,647
648,866.61,174,648
649,351.42,521,649
650,585.17,77,650
651,828.89,706,651
652,442.16,472,652
653,63.59,806,653
654,962.63,486,654
655,535.54,675,655
656,265.53,448,656
657,14.13,79,657
658,399.18,441,658
659,206.48,60,659
660,198.88,963,660
661,340.53,47,661
662,468.97,911,662
663,133.18,627,663
664,929.85,196,664
665,466.3,967,665
666,930.18,226,666
667,234.08,787,667
668,324.91,718,668
669,857.19,306,669
670,15.65,761,670
671,294.54,146,671
672,208.06,586,672
673,55.48,809,673
674,500.61,488,674
675,112.53,404,675
676,898.73,821,676
677,17.94,575,677
678,245.37,623,678
679,759.7,19,679
680,403.84,292,680
681,122.07,955,681
682,636.72,308,682
683,194.88,937,683
684,643.84,668,684
685,583.94,846,685
686,674.04,625,686
687,794.52,258,687
688,695.27,923,688
689,647.2,887,689
690,151.55,575,690
691,680.23,111,691
692,164.02,327,692
693,3.07,690,693
694,914.44,612,694
695,707.36,328,695
696,957.06,500,696
697,842.75,275,697
698,303.93,677,698
699,419.06,997,699
700,894.68,927,700
701,144.68,760,701
702,870.52,691,702
703,22.12,544,703
704,255,739,704
705,205.79,130,705
706,426.64,696,706
707,997.72,170,707
708,240.36,168,708
709,954.47,909,709
710,133.04,27,710
711,466.02,321,711
712,790.41,363,712
713,399.12,44,713
714,245.35,883,714
715,642.03,780,715
716,580.02,566,716
717,411.73,955,717
718,552,598,718
719,481.89,688,719
720,579.33,710,720
721,918.88,791,721
722,869.56,342,722
723,778.25,945,723
724,603.84,489,724
725,499.93,915,725
726,300.1,294,726
727,625.23,610,727
728,854.83,121,728
729,685.34,207,729
730,291.27,387,730
731,970.83,484,731
732,19.2,519,732
733,753.91,272,733
734,343.53,390,734
735,973.09,185,735
736,971.43,228,736
737,361.03,989,737
738,466.6,529,738
739,236.54,64,739
740,561.74,108,740
741,365.83,797,741
742,384.34,995,742
743,252.13,707,743
744,211.61,364,744
745,659.83,467,745
746,69.42,161,746
747,94.22,656,747
748,220.78,112,748
749,354.22,239,749
750,365.58,645,750
751,464.79,651,751
752,587.3,395,752
753,811.34,851,753
754,813.04,653,754
755,983.19,973,755
756,459.24,19,756
757,529.64,92,757
758,716.13,260,758
759,912.85,981,759
760,751.32,877,760
761,503.21,963,761
762,398.04,918,762
763,954.09,849,763
764,420.57,105,764
765,502.87,852,765
766,954.5,56,766
767,713.99,680,767
768,304.67,484,768
769,376.65,360,769
770,653.87,675,770
771,572.37,602,771
772,938.47,154,772
773,944.02,410,773
774,582.85,495,774
775,691.91,475,775
776,853.81,657,776
777,84.98,545,777
778,525.5,946,778
779,68.26,115,779
780,847.82,224,780
781,369.08,678,781
782,585.15,372,782
783,587.82,125,783
784,110.57,880,784
785,593.1,508,785
786,254.52,795,786
787,401.58,985,787
788,881.04,731,788
789,57.92,539,789
790,422.54,908,790
791,989.81,64,791
792,306.54,188,792
793,609.73,946,793
794,800.06,280,794
795,579.97,280,795
796,673.1,717,796
797,188.8,495,797
798,537.96,753,798
799,924.65,59,799
800,475.93,119,800
801,824.07,31,801
802,588.84,797,802
803,295.88,447,803
804,986.75,111,804
805,449.01,759,805
806,750.53,373,806
807,30.36,679,807
808,587.26,340,808
809,472.46,544,809
810,217.85,783,810
811,863.58,70,811
812,740.65,970,812
813,848.52,757,813
814,631.88,388,814
815,302.96,830,815
816,377.36,654,816
817,29.91,401,817
818,742.16,479,818
819,916.5,323,819
820,720.79,78,820
821,221.14,140,821
822,958.6,279,822
823,96.28,104,823
824,986.28,144,824
825,764.2,148,825
826,86.56,165,826
827,215.7,588,827
828,26.3,421,828
829,667.64,362,829
830,113.38,394,830
831,65.86,199,831
832,349.82,862,832
833,421.93,616,833
834,730.61,9,834
835,794.48,19,835
836,690.67,473,836
837,92.47,159,837
838,942.62,568,838
839,303.53,120,839
840,513.76,597,840
841,248.51,339,841
842,842.07,663,842
843,166.7,591,843
844,399.16,643,844
845,625.98,133,845
846,388,303,846
847,900.19,10,847
848,816.07,96,848
849,532,238,849
850,752.96,128,850
851,126.58,437,851
852,384.41,94,852
853,60.52,10,853
854,954.8,359,854
855,322.27,524,855
856,401.82,570,856
857,907.43,899,857
858,619.63,295,858
859,1.57,945,859
860,394.66,55,860
861,776.59,425,861
862,1000.47,463,862
863,976.6,697,863
864,235.46,128,864
865,742.66,524,865
866,745.16,229,866
867,230.78,695,867
868,500.79,561,868
869,780.44,278,869
870,193.84,182,870
871,929.6,865,871
872,910.19,810,872
873,115.87,405,873
874,877.28,916,874
875,347.11,662,875
876,625.91,41,876
877,540.8,526,877
878,829.1,684,878
879,438.63,13,879
880,711.96,241,880
881,740.99,784,881
882,552.07,677,882
883,360.01,429,883
884,526.28,237,884
885,302.75,881,885
886,319.39,403,886
887,518.71,245,887
888,479.24,121,888
889,227.72,363,889
890,933.15,210,890
891,976.6,816,891
892,831.47,282,892
893,714.21,687,893
894,723.03,888,894
895,512.31,126,895
896,254.53,869,896
897,86.06,278,897
898,787.38,703,898
899,777.45,4,899
900,197.7,339,900
901,851.98,6,901
902,501.88,890,902
903,252.17,815,903
904,884.09,151,904
905,663.46,842,905
906,235,468,906
907,365.95,746,907
908,413.99,692,908
909,414.14,732,909
910,967.01,36,910
911,44.32,64,911
912,109.43,29,912
913,932.25,807,913
914,234.95,39,914
915,239.88,906,915
916,92.53,13,916
917,322.81,384,917
918,434.21,771,918
919,581.32,280,919
920,254.66,111,920
921,716.84,15,921
922,581.42,463,922
923,199.09,258,923
924,308.97,811,924
925,578.11,810,925
926,704.79,591,926
927,738.41,845,927
928,734.84,815,928
929,696.16,294,929
930,566.7,302,930
931,476.84,81,931
932,297.64,302,932
933,302.45,338,933
934,562.42,828,934
935,785.95,1,935
936,800.83,286,936
937,581.34,634,937
938,33.29,762,938
939,935.36,709,939
940,177.11,871,940
941,369.62,480,941
942,447.91,799,942
943,525.23,893,943
944,361.68,380,944
945,499.69,359,945
946,123.78,767,946
947,124.84,407,947
948,74.73,959,948
949,974.33,813,949
950,663.53,188,950
951,571.39,956,951
952,155.99,216,952
953,979.41,726,953
954,70.92,402,954
955,968.29,828,955
956,321.94,980,956
957,556.77,152,957
958,757.54,949,958
959,194.68,959,959
960,288.01,815,960
961,25.35,294,961
962,680.48,878,962
963,658.09,401,963
964,1.72,713,964
965,87.82,226,965
966,123.44,501,966
967,950.82,855,967
968,596.66,457,968
969,120.19,574,969
970,735.11,153,970
971,506.77,330,971
972,321.53,454,972
973,764.81,965,973
974,143.21,423,974
975,170.38,499,975
976,685.33,677,976
977,211.61,296,977
978,166.26,983,978
979,186.47,284,979
980,455.49,738,980
981,927.37,335,981
982,834.64,355,982
983,908.19,581,983
984,776.46,523,984
985,687.13,295,985
986,310.44,778,986
987,884.24,206,987
988,357.55,764,988
989,208.49,469,989
990,352.85,563,990
991,19.02,214,991
992,626.05,633,992
993,823.8,436,993
994,142.04,978,994
995,6.19,954,995
996,41.95,963,996
997,385.57,225,997
998,848.49,881,998
999,694.62,245,999
1000,115.43,213,1000
1001,806.31,185,1001
1002,991.42,166,1002
1003,797.52,71,1003
1004,71.87,984,1004
1005,183.58,769,1005
1006,977.47,148,1006
1007,216.29,397,1007
1008,464.97,47,1008
1009,309.8,138,1009
1010,662.39,578,1010
1011,198.54,81,1011
1012,823.58,942,1012
1013,813.18,870,1013
1014,989.74,825,1014
1015,66.05,581,1015
1016,208.19,335,1016
1017,135.71,595,1017
1018,660.54,46,1018
1019,79.59,884,1019
1020,165.31,660,1020
1021,50.95,231,1021
1022,307.71,986,1022
1023,580.93,171,1023
1024,816.3,814,1024
1025,490.16,551,1025
1026,315.18,177,1026
1027,246.72,107,1027
1028,618.12,437,1028
1029,361.29,350,1029
1030,8.58,645,1030
1031,208.8,193,1031
1032,404.16,24,1032
1033,955.04,917,1033
1034,688.82,391,1034
1035,866.07,812,1035
1036,193.38,460,1036
1037,674.2,15,1037
1038,350.29,693,1038
1039,566.62,83,1039
1040,280.77,100,1040
1041,346.04,870,1041
1042,645.31,902,1042
1043,193.31,684,1043
1044,86.73,661,1044
1045,108.94,891,1045
1046,316.46,717,1046
1047,34.2,176,1047
1048,346.17,225,1048
1049,62.27,410,1049
1050,822.7,667,1050
1051,654.13,72,1051
1052,349.22,378,1052
1053,994.91,166,1053
1054,12.85,728,1054
1055,182.31,169,1055
1056,262.18,14,1056
1057,799.3,228,1057
1058,811.67,713,1058
1059,356.32,453,1059
1060,235.62,886,1060
1061,898.76,700,1061
1062,849.57,418,1062
1063,862.04,896,1063
1064,732.67,593,1064
1065,706.08,249,1065
1066,768.97,588,1066
1067,683.02,925,1067
1068,147.48,959,1068
1069,97.01,808,1069
1070,411.34,19,1070
1071,553.52,310,1071
1072,335.12,739,1072
1073,318.96,565,1073
1074,439.73,678,1074
1075,671.51,23,1075
1076,2.73,557,1076
1077,571.93,776,1077
1078,441.64,225,1078
1079,646.16,100,1079
1080,3.21,613,1080
1081,614.55,328,1081
1082,16.65,88,1082
1083,185.62,548,1083
1084,723.6,796,1084
1085,238.96,634,1085
1086,541.49,745,1086
1087,349.61,302,1087
1088,125,953,1088
1089,602.17,707,1089
1090,802.97,622,1090
1091,137.6,764,1091
1092,546.81,823,1092
1093,845.74,540,1093
1094,718.84,256,1094
1095,896.46,929,1095
1096,885.78,190,1096
1097,300.83,159,1097
1098,809.57,55,1098
1099,757.39,129,1099
1100,656.21,826,1100
1101,643.17,490,1101
1102,662.38,432,1102
1103,838.8,455,1103
1104,525.57,354,1104
1105,48.38,573,1105
1106,955.1,109,1106
1107,792.79,75,1107
1108,442.62,859,1108
1109,50.73,247,1109
1110,988.97,456,1110
1111,957.98,716,1111
1112,796.73,43,1112
1113,676.04,328,1113
1114,14.33,534,1114
1115,678.25,935,1115
1116,467.69,960,1116
1117,233.94,180,1117
1118,441.85,412,1118
1119,837.98,610,1119
1120,829.1,752,1120
1121,15.91,918,1121
1122,239.4,900,1122
1123,28.68,4,1123
1124,508.56,388,1124
1125,670.13,340,1125
1126,624.53,174,1126
1127,684.44,942,1127
1128,553.06,496,1128
1129,132.3,334,1129
1130,177.99,378,1130
1131,812.85,371,1131
1132,220.03,993,1132
1133,658.7,493,1133
1134,283.06,886,1134
1135,359.44,209,1135
1136,398.91,341,1136
1137,870.66,34,1137
1138,470.45,577,1138
1139,328.45,599,1139
1140,997.63,207,1140
1141,802.45,793,1141
1142,23.32,292,1142
1143,100.75,192,1143
1144,647.18,237,1144
1145,936.17,997,1145
1146,853.27,944,1146
1147,634.67,742,1147
1148,934.68,100,1148
1149,796.88,519,1149
1150,417.69,165,1150
1151,894.02,868,1151
1152,932.95,413,1152
1153,859.38,807,1153
1154,172.37,454,1154
1155,844.44,964,1155
1156,823.31,356,1156
1157,15.03,804,1157
1158,21.57,258,1158
1159,463.04,163,1159
1160,908.69,979,1160
1161,634.02,590,1161
1162,953.07,459,1162
1163,364.08,391,1163
1164,691.1,562,1164
1165,7.17,869,1165
1166,554.21,17,1166
1167,716.45,791,1167
1168,187.34,509,1168
1169,316.43,81,1169
1170,975.41,818,1170
1171,681.49,379,1171
1172,802.01,138,1172
1173,361.75,342,1173
1174,70.48,687,1174
1175,627.43,752,1175
1176,477.51,40,1176
1177,812.41,693,1177
1178,23.52,295,1178
1179,66.96,17,1179
1180,111.45,773,1180
1181,361.74,89,1181
1182,162.54,167,1182
1183,109.95,872,1183
1184,804.92,11,1184
1185,653.22,72,1185
1186,1.92,140,1186
1187,472.32,977,1187
1188,999.33,698,1188
1189,193.42,654,1189
1190,784.71,852,1190
1191,370.51,169,1191
1192,165.16,830,1192
1193,901.54,171,1193
1194,124.89,645,1194
1195,238.92,220,1195
1196,913.35,364,1196
1197,615.61,745,1197
1198,344.74,951,1198
1199,20.08,511,1199
1200,151.7,952,1200
1201,33.08,232,1201
1202,516.56,58,1202
1203,647.1,327,1203
1204,114.56,461,1204
1205,183.38,521,1205
1206,147.14,206,1206
1207,776.82,416,1207
1208,174.39,128,1208
1209,302,84,1209
1210,300.29,714,1210
1211,705.67,504,1211
1212,636.07,752,1212
1213,932.1,287,1213
1214,556.99,145,1214
1215,92.91,763,1215
1216,509.1,687,1216
1217,215.18,820,1217
1218,65.99,508,1218
1219,864.47,94,1219
1220,865.29,119,1220
1221,434.72,667,1221
1222,835.62,251,1222
1223,325.16,192,1223
1224,273.73,5,1224
1225,790.57,470,1225
1226,190.34,466,1226
1227,142.94,522,1227
1228,123.2,528,1228
1229,505.97,530,1229
1230,514.15,542,1230
1231,189.76,663,1231
1232,868.55,852,1232
1233,573.91,324,1233
1234,523.97,107,1234
1235,760.6,533,1235
1236,644.54,24,1236
1237,877.57,32,1237
1238,601.71,857,1238
1239,742.33,54,1239
1240,818.22,549,1240
1241,183.84,438,1241
1242,425.17,763,1242
1243,638.61,282,1243
1244,206.04,674,1244
1245,967.35,335,1245
1246,527.29,737,1246
1247,952.96,222,1247
1248,386.57,177,1248
1249,898.53,193,1249
1250,493.86,46,1250
1251,849.82,499,1251
1252,634.16,782,1252
1253,845.99,605,1253
1254,393.8,192,1254
1255,803.22,669,1255
1256,417.54,549,1256
1257,520.24,974,1257
1258,987.85,747,1258
1259,754.1,613,1259
1260,341.26,46,1260
1261,782.97,828,1261
1262,989.06,820,1262
1263,397.36,938,1263
1264,581.69,315,1264
1265,220.05,393,1265
1266,298.32,3,1266
1267,973.63,314,1267
1268,710.65,887,1268
1269,470.7,163,1269
1270,660.4,78,1270
1271,718.12,823,1271
1272,41.47,639,1272
1273,573.13,64,1273
1274,468.53,489,1274
1275,492.39,730,1275
1276,603.92,379,1276
1277,535.5,392,1277
1278,403.22,827,1278
1279,463.6,363,1279
1280,311.54,34,1280
1281,149.38,598,1281
1282,13.57,556,1282
1283,770.79,100,1283
1284,947.26,496,1284
1285,679.58,191,1285
1286,108.86,613,1286
1287,947.36,960,1287
1288,876.58,512,1288
1289,296.4,922,1289
1290,495.64,679,1290
1291,469.63,501,1291
1292,300.76,7,1292
1293,81.92,507,1293
1294,885.19,952,1294
1295,401.28,513,1295
1296,19.19,12,1296
1297,963,346,1297
1298,724.39,968,1298
1299,248.27,509,1299
1300,218.49,361,1300
1301,812.42,66,1301
1302,17.51,249,1302
1303,932.1,16,1303
1304,994.85,519,1304
1305,202.65,656,1305
1306,877.45,373,1306
1307,487.41,812,1307
1308,303.61,659,1308
1309,639.31,846,1309
1310,368.21,761,1310
1311,913.45,892,1311
1312,727.84,824,1312
1313,622.82,387,1313
1314,619.13,422,1314
1315,721.51,908,1315
1316,680.74,393,1316
1317,837.71,665,1317
1318,966.83,334,1318
1319,210.84,993,1319
1320,488.62,462,1320
1321,518.21,792,1321
1322,44.36,104,1322
1323,485.82,336,1323
1324,319.13,2,1324
1325,663.37,738,1325
1326,380.89,488,1326
1327,663.31,33,1327
1328,60.13,314,1328
1329,420.13,551,1329
1330,102.07,446,1330
1331,409.11,398,1331
1332,386.61,655,1332
1333,330.7,80,1333
